elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043
0,1013,Brook Street North,0,220,All,20_1_62.88,20_1_62.88,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,13.61_1_107.48,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
1,1,Conifer Close,0,378,All,10_1_44.2,10_1_44.2,10_1_44.2,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,11.05_1_87.21,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
2,2,Fladgate Drive,0,565,All,21_1_50.78,21_1_50.78,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,12.08_1_95.33,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
3,4,Highfield Drive,0,71,All,16_1_57.73,16_1_57.73,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,12.9_1_101.85,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
4,3,Matai Way,0,557,All,19_1_53.37,19_1_53.37,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,12.74_1_100.55,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
5,5,Vintry Drive,0,362,All,15_1_45.84,15_1_45.84,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,12.15_1_95.92,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
6,6,Croatia Avenue,0,42,All,9_1_60.81,9_1_60.81,9_1_60.81,9_1_60.81,9_1_60.81,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,13.09_1_103.35,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
7,6,Croatia Avenue,42,76,All,39_1_60.81,39_1_60.81,39_1_60.81,39_1_60.81,39_1_60.81,39_1_60.81,9.31_1_58.17,9.31_1_58.17,9.31_1_58.17,9.31_1_58.17,9.31_1_58.17,9.31_1_58.17,9.31_1_58.17,9.31_1_58.17,9.31_1_58.17,9.31_1_58.17,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
8,7,Lumbarda Drive,0,152,All,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,10.82_1_64.93,9.47_1_59.17,9.47_1_59.17,9.47_1_59.17,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
9,8,Tarras Road,0,86,All,8_1_59.47,8_1_59.47,8_1_59.47,8_1_59.47,8_1_59.47,8_1_59.47,8_1_59.47,8_1_59.47,12.81_1_101.1,12.81_1_101.1,12.81_1_101.1,12.81_1_101.1,12.81_1_101.1,12.81_1_101.1,12.81_1_101.1,12.81_1_101.1,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88,20_1_62.88
