elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043
0,1013,Brook Street North,0,220,All,1.87,2,2.13,2.13,2.19,2.25,2.32,2.38,2.45,2.52,2.6,2.67,2.75,2.83,2.91,2.99,3.08,3.16,3.25,3.25,3.35
1,1,Conifer Close,0,378,All,15.24,16.11,17.02,15.82,16.28,16.75,17.24,17.73,18.24,18.75,19.28,19.82,20.37,20.94,21.51,22.09,22.69,23.3,18.61,19.13,19.67
2,2,Fladgate Drive,0,565,All,2.42,2.57,2.74,2.74,2.82,2.91,3,3.09,3.18,3.28,3.38,3.48,3.59,3.7,3.81,3.93,4.05,4.17,4.3,4.3,4.43
3,4,Highfield Drive,0,71,All,0.78,0.84,0.89,0.89,0.92,0.95,0.97,1,1.03,1.06,1.09,1.12,1.15,1.19,1.22,1.26,1.29,1.33,1.37,1.37,1.41
4,3,Matai Way,0,557,All,1.57,1.68,1.79,1.79,1.85,1.9,1.96,2.02,2.08,2.14,2.21,2.27,2.34,2.41,2.48,2.56,2.63,2.71,2.79,2.79,2.88
5,5,Vintry Drive,0,362,All,8.5,9.03,9.03,9.29,9.55,9.82,10.1,10.39,10.68,10.98,11.28,11.6,11.92,12.25,12.59,12.93,13.28,13.65,13.65,14.01,14.39
6,6,Croatia Avenue,0,42,All,1.87,2,2.13,2.27,2.42,2.42,2.49,2.56,2.64,2.71,2.79,2.87,2.95,3.03,3.12,3.21,3.3,3.39,3.49,3.58,3.69
7,6,Croatia Avenue,42,76,All,1.87,1.93,2,2.07,2.14,2.21,2.21,2.25,2.3,2.34,2.39,2.44,2.49,2.54,2.59,2.64,2.69,2.74,2.8,2.85,2.91
8,7,Lumbarda Drive,0,152,All,4.98,5.31,5.65,6.01,6.39,6.8,7.23,7.68,8.17,8.67,9.21,9.78,10.38,10.38,10.57,10.77,10.97,11.17,11.38,11.59,11.8
9,8,Tarras Road,0,86,All,2.04,2.18,2.32,2.47,2.64,2.81,3,3.2,3.2,3.3,3.4,3.5,3.61,3.72,3.84,3.95,4.07,4.2,4.33,4.46,4.6
10,8,Tarras Road,86,120,All,5.42,5.76,6.13,6.53,6.94,7.38,7.84,8.33,8.85,8.85,9.02,9.2,9.38,9.56,9.74,9.93,10.12,10.31,10.51,10.71,10.92
11,9,Kowhai Glen,0,305,All,0.55,0.57,0.6,0.62,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.83,0.85,0.88,0.9,0.93,0.95,0.98
12,1037,Epiha Road Upper,0,415,All,4.98,5.31,5.65,6.01,6.01,6.21,6.41,6.63,6.85,7.07,7.3,7.54,7.79,8.04,8.04,8.3,8.57,8.85,9.14,9.43,9.73
13,1038,Gossey Drive North,1319,1723,All,2.75,2.94,3.13,3.34,3.34,3.45,3.57,3.69,3.82,3.95,4.08,4.22,4.36,4.51,4.51,4.66,4.82,4.99,5.15,5.33,5.5
14,10,Upper Ahu Ahu Road,0,46,All,1.87,1.87,1.92,1.98,2.03,2.09,2.15,2.21,2.27,2.33,2.4,2.47,2.54,2.61,2.68,2.68,2.75,2.83,2.91,2.99,3.07
