elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
33,9339,Weston Way,886,939,All,0,0.2,0.5,0.8,1.2,1.7,2.4,3.3,4.5,6.1,8.2,10.8,13.9,17.9,22.7,28.3,34.3,40,45.3,50.3,55,59.3,63.3,67,70.3,73.4,76.2,78.8,81.2,83.4,85.3
34,9339,Weston Way,965,1051,All,0,0.2,0.5,0.8,1.2,1.7,2.4,3.3,4.5,6.1,8.2,10.8,13.9,17.9,22.7,28.3,34.3,40,45.3,50.3,55,59.3,63.3,67,70.3,73.4,76.2,78.8,81.2,83.4,85.3
35,9339,Weston Way,1051,1219,All,0,0.2,0.5,0.8,1.2,1.7,2.4,3.3,4.5,6.1,8.2,10.8,13.9,17.9,22.7,28.3,34.3,40,45.3,50.3,55,59.3,63.3,67,70.3,73.4,76.2,78.8,81.2,83.4,85.3
36,9339,Weston Way,1237,1589,All,0.3,0.5,0.8,1.2,1.6,2.2,3,4.1,5.5,7.5,10.1,13.3,17.2,22.1,27.9,34.3,40.4,46,51.3,56.2,60.7,64.9,68.7,72.1,75.2,78,80.7,83.1,85.2,87.1,88.8
37,9339,Weston Way,1589,1999,All,0.3,0.5,0.8,1.2,1.6,2.2,3,4.1,5.6,7.6,10.1,13.3,17.3,22.2,28,34.4,40.4,46.1,51.4,56.3,60.8,64.9,68.7,72.1,75.2,78.1,80.7,83.1,85.2,87.2,88.9
38,9339,Weston Way,1999,2369,All,0.3,1.3,1.5,1.7,1.9,2.2,2.5,2.9,3.5,4.1,4.9,5.8,7.1,8.5,10.3,12.4,14.8,17.6,20.9,24.7,28.9,33.5,37.9,42.1,46.1,49.9,53.5,57,60.2,63.3,66.2
39,9339,Weston Way,2385,2696,All,0.4,1.4,1.6,1.8,2.1,2.3,2.7,3.1,3.7,4.4,5.3,6.3,7.7,9.3,11.3,13.6,16.2,19.4,23.1,27.2,31.8,36.4,40.8,45,49,52.8,56.4,59.8,63,66,68.8
40,9339,Weston Way,2696,3114,All,0.4,0.6,0.7,1,1.2,1.5,1.8,2.3,2.9,3.6,4.4,5.5,6.8,8.5,10.5,12.7,15.4,18.6,22.2,26.4,31,35.6,40,44.1,48.1,51.9,55.5,58.9,62.1,65.1,67.8
41,9339,Weston Way,3114,3398,All,0.2,1.2,1.4,1.5,1.8,2,2.2,2.6,3,3.5,4.2,4.9,5.7,6.8,8.2,9.8,11.6,13.7,16.1,18.9,22.1,25.7,29.6,33.8,37.8,41.7,45.4,49,52.4,55.6,58.7
42,9339,Weston Way,3398,3457,All,0,0.1,0.2,0.3,0.5,0.6,0.8,1,1.2,1.4,1.7,2.1,2.5,3,3.5,4.1,4.7,5.6,6.5,7.6,8.9,10.2,11.7,13.4,15.3,17.4,19.8,22.4,25.1,28.2,31.4
43,9339,Weston Way,3457,3675,All,0,0,0,1,1.1,1.2,1.3,1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.4,3.8,4.3,4.8,5.4,6.1,6.9,7.8,8.9,10,11.3,12.7,14.3,16,17.9,20
44,9167,Foxglove Drive,0,668,All,2.3,2.5,2.6,2.8,3,3.3,3.6,4,4.4,4.8,5.3,5.8,6.5,7.2,8.1,9,10.1,11.3,12.5,13.9,15.5,17.2,19.1,21.2,23.4,25.9,28.4,31.2,34,36.7,39.4
45,16,Sarah Lane,0,515,All,0,0.1,0.3,0.5,0.7,0.9,1.1,1.4,1.8,2.3,2.9,3.5,4.3,5.2,6.4,7.8,9.4,11.3,13.4,15.8,18.6,21.8,25.3,29.2,33.2,37.1,40.8,44.4,47.8,51.1,54.2
46,17,Ash Drive,0,318,All,0,0.2,0.4,0.7,1,1.3,1.8,2.5,3.3,4.2,5.5,7.2,9.2,11.6,14.6,18.1,22.2,27,32.3,37.4,42.2,46.8,51.1,55.2,59,62.5,65.8,68.8,71.6,74.2,76.6
47,18,Monaghan Way,0,80,All,0,0,0,0,0,0,0,1,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2,2.1,2.3,2.5,2.8,3.1,3.4,3.8,4.2,4.7,5.2,5.7,6.4,7.2,8,9
48,1035,Cousins Avenue East,0,61,All,0,0.1,0.2,0.3,0.4,0.6,0.7,0.9,1.1,1.3,1.5,1.8,2.2,2.5,3,3.5,4,4.6,5.3,6.2,7.2,8.3,9.5,10.8,12.3,13.9,15.7,17.7,20,22.4,24.9
49,19,Elm Close,0,82,All,0,1,1.1,1.3,1.4,1.6,1.8,2,2.2,2.5,2.9,3.3,3.8,4.4,5,5.8,6.8,7.9,9.3,10.8,12.4,14.3,16.5,19,21.8,24.8,28.2,31.8,35.4,38.8,42.1
50,19,Elm Close,82,101,All,0,0.1,0.3,0.4,0.6,0.8,1,1.2,1.5,1.8,2.3,2.8,3.3,4,4.7,5.7,6.8,8.1,9.6,11.2,13.1,15.2,17.6,20.3,23.3,26.6,30.2,33.7,37.2,40.5,43.7
51,20,Burkes Creek Road,0,21,All,0,0.1,0.3,0.5,0.7,0.9,1.2,1.5,2,2.5,3.1,3.9,4.7,5.8,7.2,8.8,10.6,12.7,15.1,17.9,21.1,24.7,28.7,32.8,36.9,40.7,44.4,48,51.4,54.6,57.6
52,20,Burkes Creek Road,21,520,All,0,0.1,0.3,0.5,0.7,0.9,1.2,1.6,2,2.5,3.2,3.9,4.8,5.9,7.3,8.9,10.8,12.9,15.4,18.3,21.6,25.3,29.4,33.5,37.6,41.4,45.1,48.7,52,55.2,58.3
53,20,Burkes Creek Road,549,697,All,0.2,1.2,1.4,1.5,1.7,1.9,2.2,2.5,2.8,3.3,3.9,4.5,5.2,6.1,7.3,8.6,10.2,12,14,16.3,19,22.1,25.5,29.2,33.2,37.1,40.8,44.4,47.8,51.1,54.3
54,20,Burkes Creek Road,697,765,All,0,0.1,0.3,0.5,0.7,0.9,1.1,1.4,1.8,2.2,2.8,3.4,4.2,5.1,6.2,7.5,9.1,10.9,12.9,15.2,17.9,20.9,24.3,28.1,32.1,35.9,39.6,43.2,46.6,49.9,53.1
55,20,Burkes Creek Road,765,1789,All,0,0.1,0.3,0.5,0.7,0.9,1.1,1.4,1.8,2.3,2.9,3.6,4.3,5.3,6.5,7.9,9.5,11.4,13.5,15.9,18.8,22,25.5,29.4,33.4,37.3,41,44.6,48,51.3,54.4
56,21,Tapeka Heights Lane,0,277,All,0,0.2,0.4,0.7,1,1.4,1.9,2.6,3.5,4.5,5.9,7.7,10,12.6,15.8,19.7,24.2,29.3,34.7,39.8,44.6,49.1,53.4,57.4,61.2,64.6,67.8,70.8,73.5,76,78.3
57,22,Sir John McKenzie Drive,0,530,All,0,0.1,0.3,0.4,0.6,0.8,1,1.2,1.5,1.9,2.4,2.9,3.5,4.2,5,6,7.2,8.6,10.2,12,14,16.3,19,21.9,25.1,28.6,32.3,35.9,39.3,42.7,45.9
58,23,Apple Orchard Lane,0,185,All,0,0.1,0.2,0.4,0.6,0.7,0.9,1.1,1.4,1.7,2.1,2.6,3.1,3.7,4.4,5.2,6.2,7.4,8.7,10.2,11.9,13.8,16,18.4,21.1,24.1,27.3,30.9,34.3,37.6,40.9
59,974,Railway Terrace East,0,730,All,0,1,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.4,2.7,3,3.5,3.9,4.5,5.1,5.8,6.7,7.7,8.9,10.2,11.6,13.2,15.1,17.1,19.4,21.9,24.7,27.7,30.9,34.1
60,24,George Noble Road,0,272,All,0,0.1,0.3,0.5,0.7,1,1.3,1.7,2.1,2.7,3.4,4.2,5.3,6.6,8.1,9.9,12,14.4,17.3,20.5,24.2,28.3,32.7,36.9,40.9,44.8,48.5,52,55.3,58.4,61.4
61,24,George Noble Road,272,286,All,0,0,0,0,0,0,1,1.1,1.3,1.5,1.7,1.9,2.2,2.6,3,3.6,4.2,5,5.9,7,8.4,10.1,12,14.1,16.6,19.5,22.9,26.6,30.7,34.9,38.9
62,25,Founders Lane,0,597,All,0,0,0,0,0,0,0,1,1.2,1.3,1.5,1.8,2,2.3,2.8,3.3,3.9,4.6,5.5,6.6,7.9,9.6,11.5,13.6,16.2,19.1,22.5,26.3,30.5,34.8,39
63,26,Stud Road,0,205,All,0,0.1,0.3,0.5,0.7,1,1.3,1.7,2.1,2.7,3.4,4.2,5.3,6.6,8.1,9.9,12,14.4,17.3,20.5,24.2,28.3,32.7,36.9,40.9,44.8,48.5,52,55.3,58.4,61.4
64,27,Gallop Lane,0,116,All,0,0.1,0.2,0.4,0.5,0.7,0.9,1.1,1.4,1.7,2.1,2.6,3.1,3.7,4.3,5.1,6.1,7.3,8.6,10.1,11.7,13.6,15.7,18.1,20.8,23.7,26.9,30.4,33.8,37.1,40.4
