elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
22,917,Port Street East,874,1340,All,0.01,0.112,0.221,0.338,0.461,0.592,0.729,0.878,1.055,1.261,1.494,1.756,2.047,2.365,2.712,3.087,3.491,3.926,4.431,5.008,5.655,6.372,7.161,8.02,8.95,9.951,11.022,12.164,13.418,14.784,16.264
23,917,Port Street East,1340,1431,All,0,0.072,0.147,0.23,0.32,0.417,0.521,0.632,0.75,0.875,1.007,1.146,1.303,1.487,1.699,1.94,2.209,2.506,2.832,3.185,3.567,3.977,4.429,4.951,5.544,6.208,6.942,7.747,8.622,9.568,10.584
24,917,Port Street East,1431,2115,All,0,0.1,0.171,0.248,0.332,0.423,0.521,0.625,0.737,0.856,0.982,1.115,1.255,1.415,1.603,1.819,2.063,2.335,2.636,2.964,3.32,3.705,4.117,4.577,5.107,5.707,6.377,7.117,7.928,8.809,9.759
25,917,Port Street East,2120,2350,All,0,0.1,0.171,0.248,0.332,0.423,0.521,0.625,0.737,0.856,0.982,1.115,1.255,1.415,1.603,1.819,2.063,2.335,2.635,2.964,3.32,3.704,4.117,4.576,5.106,5.706,6.376,7.116,7.926,8.807,9.757
26,13,Puriri Dale Way,0,293,All,0,0.075,0.155,0.242,0.338,0.441,0.552,0.67,0.796,0.93,1.072,1.222,1.401,1.612,1.853,2.125,2.429,2.763,3.127,3.523,3.95,4.42,4.968,5.593,6.295,7.075,7.931,8.865,9.876,10.964,12.129
27,15,Fendall Close,0,438,All,0.01,0.085,0.166,0.255,0.352,0.456,0.568,0.688,0.816,0.951,1.094,1.248,1.433,1.649,1.895,2.173,2.481,2.819,3.188,3.588,4.019,4.501,5.06,5.696,6.408,7.197,8.063,9.006,10.025,11.121,12.294
28,15,Fendall Close,438,585,All,0,0,0,0.1,0.175,0.258,0.348,0.445,0.55,0.662,0.781,0.907,1.04,1.181,1.338,1.523,1.738,1.982,2.255,2.556,2.887,3.247,3.635,4.053,4.517,5.054,5.663,6.344,7.098,7.924,8.823
29,15,Fendall Close,585,643,All,0,0,0,0,0,0,0,0,0,0,0.1,0.173,0.253,0.34,0.435,0.536,0.645,0.762,0.885,1.016,1.154,1.3,1.475,1.679,1.912,2.173,2.464,2.784,3.133,3.51,3.917
30,15,Fendall Close,643,736,All,0,0,0.1,0.176,0.258,0.348,0.446,0.552,0.666,0.788,0.917,1.055,1.2,1.359,1.55,1.773,2.027,2.312,2.629,2.978,3.358,3.769,4.212,4.718,5.303,5.967,6.709,7.53,8.43,9.409,10.466
31,15,Fendall Close,736,814,All,0,0.075,0.156,0.245,0.341,0.446,0.558,0.678,0.806,0.941,1.085,1.238,1.422,1.638,1.885,2.164,2.474,2.815,3.188,3.592,4.028,4.516,5.083,5.729,6.453,7.255,8.137,9.096,10.134,11.251,12.446
