elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
41,9339,Weston Way,3114,3398,All,46.29,51.9,50.7,50.3,51.1,48.3,47.49,47.09,45.89,44.09,43.29,43.49,43.29,44.89,46.49,48.3,50.5,51.5,51.9,51.3,52.1,52.51,53.51,100,100,100,100,100,100,100,100
42,9339,Weston Way,3398,3457,All,49.9,46.49,46.09,43.89,42.28,38.88,36.67,34.47,33.87,32.26,31.06,29.66,29.66,29.26,29.86,30.46,30.66,30.86,31.06,31.46,31.46,31.86,31.46,31.86,32.46,100,100,100,100,100,100
43,9339,Weston Way,3457,3675,All,43.89,18.24,11.22,32.46,22.24,18.44,17.84,17.64,16.83,16.83,16.43,15.43,15.03,14.83,14.83,14.63,14.63,14.83,14.43,14.83,14.83,14.83,15.23,15.63,15.63,15.63,15.63,15.83,100,100,100
44,9167,Foxglove Drive,0,668,All,57.11,52.91,45.09,17.03,16.43,13.03,16.63,15.83,15.83,15.43,14.43,13.83,13.83,13.23,13.23,13.23,13.03,13.03,12.22,12.02,12.02,11.82,12.02,12.02,12.02,12.02,12.22,12.63,12.63,12.63,100
45,16,Sarah Lane,0,515,All,0,31.66,32.06,31.06,34.07,34.87,35.67,36.07,36.47,36.87,37.27,37.27,38.28,40.28,41.08,41.88,42.69,44.29,45.89,46.69,47.09,47.49,47.49,100,100,100,100,100,100,100,100
46,17,Ash Drive,0,318,All,43.89,19.84,14.23,12.42,13.43,11.42,14.83,16.63,20.64,32.87,37.68,42.48,45.69,48.1,50.1,52.71,53.71,54.71,56.91,56.71,56.31,56.31,54.91,100,100,100,100,100,100,100,100
47,18,Monaghan Way,0,80,All,0,0,0,6.01,6.01,4.41,2.81,5.21,6.61,7.41,6.61,6.61,6.61,6.01,6.01,6.01,5.21,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41
48,1035,Cousins Avenue East,0,61,All,0,23.65,23.65,20.44,21.24,22.85,22.85,22.85,22.85,22.04,21.64,22.44,22.44,21.64,22.04,22.04,22.44,22.85,23.65,23.65,24.05,24.05,24.05,24.45,24.85,25.85,100,100,100,100,100
49,19,Elm Close,0,82,All,0,38.08,17.23,15.63,13.63,14.63,14.23,14.23,14.23,14.43,14.63,15.23,16.23,16.63,16.63,16.83,17.03,18.04,18.64,19.04,19.04,19.24,19.24,19.44,19.44,19.64,18.64,100,100,100,100
50,19,Elm Close,82,101,All,0,14.63,11.62,10.62,15.43,14.83,15.03,15.43,15.63,16.23,16.83,17.03,17.23,18.24,19.64,20.44,21.04,23.25,24.05,24.25,24.25,24.25,24.65,25.05,23.45,23.85,100,100,100,100,100
51,20,Burkes Creek Road,0,21,All,0,50.3,49.3,48.9,47.9,47.09,45.49,44.69,41.68,41.48,41.48,40.88,41.68,41.88,42.69,43.89,45.29,46.69,47.9,48.7,48.9,48.7,49.3,100,100,100,100,100,100,100,100
52,20,Burkes Creek Road,21,520,All,0,50.5,49.9,49.1,48.3,47.49,45.89,45.09,41.88,41.88,42.69,41.88,42.28,43.09,44.29,44.69,46.69,47.49,49.1,49.1,49.5,49.9,49.9,100,100,100,100,100,100,100,100
53,20,Burkes Creek Road,549,697,All,46.89,51.5,51.3,51.7,52.1,50.1,49.9,48.1,48.1,46.69,44.09,43.69,45.09,45.89,47.49,50.7,52.1,52.51,52.91,53.31,53.51,54.71,100,100,100,100,100,100,100,100,100
54,20,Burkes Creek Road,697,765,All,44.09,19.64,13.43,12.02,11.02,13.43,13.23,13.63,15.03,15.63,16.63,17.84,20.64,22.65,24.85,26.65,27.66,28.26,28.66,28.66,29.26,29.86,30.26,30.06,30.26,29.06,100,100,100,100,100
55,20,Burkes Creek Road,765,1789,All,45.89,43.49,42.69,42.89,43.49,43.69,43.89,42.08,41.08,41.28,41.88,42.28,43.09,44.69,47.09,49.3,51.5,52.1,52.71,53.11,53.91,54.91,100,100,100,100,100,100,100,100,100
56,21,Tapeka Heights Lane,0,277,All,0,40.28,38.68,41.88,45.09,46.69,49.1,51.3,52.1,53.71,56.71,60.72,63.73,66.13,67.74,68.54,70.14,71.74,71.74,73.35,100,100,100,100,100,100,100,100,100,100,100
57,22,Sir John McKenzie Drive,0,530,All,0,15.83,40.88,36.27,34.87,33.27,32.46,32.06,32.26,32.46,32.46,32.87,32.87,33.27,33.87,34.47,34.67,35.27,35.87,36.07,36.07,36.87,37.07,37.07,38.28,100,100,100,100,100,100
58,23,Apple Orchard Lane,0,185,All,45.09,40.88,34.07,32.87,33.07,32.67,31.26,31.26,31.26,29.86,28.86,27.66,27.66,27.45,27.45,28.26,28.26,28.46,27.45,26.85,27.05,27.25,28.86,30.26,31.06,100,100,100,100,100,100
59,974,Railway Terrace East,0,730,All,0,33.27,16.63,15.03,12.42,13.83,13.03,12.42,12.63,12.42,12.42,12.22,11.82,11.82,11.82,11.62,11.62,11.42,11.22,11.82,11.82,12.02,12.22,12.22,13.23,14.03,14.03,14.03,14.23,100,100
60,24,George Noble Road,0,272,All,0,17.43,42.48,39.68,36.27,35.67,36.47,36.67,36.87,37.88,38.08,39.88,40.68,41.08,42.08,43.49,44.49,46.09,47.09,48.3,48.7,48.9,49.1,100,100,100,100,100,100,100,100
61,24,George Noble Road,272,286,All,0,11.82,9.02,5.61,9.42,8.22,9.02,7.82,7.01,6.21,7.41,8.62,10.22,11.02,10.62,11.02,11.42,11.82,11.42,11.42,11.42,11.42,11.42,11.02,11.02,11.42,11.42,11.42,11.42,11.42,100
62,25,Founders Lane,0,597,All,0,0,0,0,4.41,4.81,5.21,6.61,5.61,5.61,4.41,2.81,2.81,2.81,4.01,4.41,4.41,5.21,6.21,7.01,7.01,7.41,7.41,7.82,8.22,8.22,8.22,8.22,8.22,8.22,8.22
63,26,Stud Road,0,205,All,0,16.83,12.83,11.82,16.03,16.03,16.43,17.23,18.04,23.65,29.46,32.46,34.07,36.07,36.87,36.87,36.87,37.47,38.28,39.08,41.08,41.48,41.88,41.88,100,100,100,100,100,100,100
64,27,Gallop Lane,0,116,All,0,13.63,19.24,29.46,27.86,25.45,24.05,23.25,23.25,23.25,25.45,25.45,25.45,25.45,25.45,24.85,26.25,27.86,27.86,27.86,27.86,27.86,27.86,27.05,27.05,27.05,100,100,100,100,100
65,27,Gallop Lane,116,136,All,46.69,19.44,11.42,10.02,9.22,8.62,7.21,3.61,2.2,2.2,1,4.81,4.81,4.81,3.41,3.41,3.01,3.01,3.01,3.21,2.4,2.81,2.81,2.81,2.81,2.81,2.4,2.4,2.4,2.4,2.4
66,7056,Dawick Street,0,78,All,0,12.83,18.44,28.26,25.85,23.25,21.24,20.84,20.84,20.04,22.04,23.25,23.25,23.25,22.44,22.44,23.25,24.45,24.85,24.85,24.85,24.85,25.45,25.45,25.85,26.25,100,100,100,100,100
67,7056,Dawick Street,78,88,All,59.92,55.71,52.51,44.89,32.26,18.24,17.23,15.63,15.43,14.23,14.03,16.83,17.03,16.83,16.43,16.23,16.43,16.43,15.43,14.63,14.03,13.83,13.63,13.03,12.22,12.22,12.42,12.42,12.22,12.02,100
68,28,Stirrup Lane,0,261,All,44.29,41.88,51.5,50.1,49.5,48.1,46.69,46.49,45.69,44.29,44.29,44.69,46.29,47.29,48.1,50.3,51.7,52.3,53.11,53.91,55.11,55.31,55.31,100,100,100,100,100,100,100,100
69,29,Riroriro Road,0,122,All,44.29,41.68,39.68,47.7,45.89,43.09,38.28,34.67,33.27,32.06,31.66,30.86,30.26,29.06,29.46,29.86,30.46,31.06,30.86,30.86,30.46,30.66,30.66,30.46,30.66,100,100,100,100,100,100
70,29,Riroriro Road,122,139,All,0,10.62,8.22,5.21,5.21,6.01,6.01,9.42,9.02,9.42,9.82,9.82,9.82,9.02,9.02,9.02,9.02,9.02,9.02,9.42,8.62,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02
71,30,Curly McLeod Way,0,69,All,47.29,46.89,47.9,51.5,52.51,51.7,51.1,50.1,50.3,49.7,50.1,51.9,51.7,50.3,51.7,52.91,53.11,53.71,54.91,56.31,57.31,59.32,100,100,100,100,100,100,100,100,100
72,30,Curly McLeod Way,69,82,All,71.74,70.34,69.94,69.74,69.94,70.34,70.94,71.74,72.75,72.75,73.35,72.95,71.74,70.74,70.74,70.54,68.34,67.54,65.93,64.93,64.33,62.32,100,100,100,100,100,100,100,100,100
73,32,Karearea Lane,0,56,All,52.3,52.71,54.31,54.71,54.91,54.71,54.11,53.31,52.91,52.1,51.9,52.71,53.31,50.5,50.3,49.9,48.9,48.7,48.3,48.5,48.5,48.1,48.1,100,100,100,100,100,100,100,100
74,32,Karearea Lane,84,154,All,51.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0
75,32,Karearea Lane,154,820,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,3.41,3.21,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
76,32,Karearea Lane,820,1262,All,0,9.02,14.83,14.43,16.83,15.63,15.63,15.23,14.43,13.63,13.63,12.83,12.83,12.83,12.83,12.22,12.83,12.22,12.83,12.22,12.22,12.83,12.83,12.83,12.83,13.63,13.63,13.63,13.63,100,100
77,33,Okoare Lane,0,58,All,0,11.22,8.62,13.23,11.62,10.42,9.62,8.22,8.82,9.02,10.42,10.42,11.02,10.62,10.22,10.62,10.62,11.22,11.02,11.22,11.62,11.62,11.62,11.82,11.82,11.82,11.82,12.22,12.42,12.42,100
78,35,Leicester Place,0,660,All,0,0,0,6.01,9.02,10.22,9.42,8.42,7.62,6.81,6.21,7.01,7.01,10.42,11.62,13.03,13.43,15.03,15.63,16.63,17.23,17.43,17.43,17.64,17.64,17.64,17.43,17.23,100,100,100
79,36,Paneika Lane,0,370,All,44.29,12.02,8.82,10.22,10.22,8.02,7.01,4.01,5.81,5.81,4.81,3.21,3.01,3.01,4.81,5.61,6.21,6.21,6.01,6.81,6.81,6.81,6.81,6.81,6.81,7.01,7.21,7.41,7.41,7.41,7.41
80,36,Paneika Lane,370,391,All,0,32.46,33.27,33.27,35.67,36.07,37.27,37.27,38.28,38.68,39.48,40.28,41.08,42.28,43.49,45.89,47.49,49.1,50.5,50.5,51.3,51.3,52.91,100,100,100,100,100,100,100,100
81,36,Paneika Lane,391,520,All,45.89,17.23,12.42,10.42,12.83,10.82,10.02,8.82,7.41,6.61,7.21,8.02,9.22,10.22,10.42,11.42,12.22,12.83,13.03,13.03,13.03,13.23,13.23,13.63,14.23,14.23,14.23,14.23,14.03,100,100
82,37,Freemason Avenue,0,149,All,0,29.46,29.46,26.25,30.26,31.66,31.66,32.46,32.46,33.27,33.27,33.27,33.27,34.47,34.87,35.67,36.07,36.47,37.27,37.88,38.28,39.08,39.88,40.28,100,100,100,100,100,100,100
83,37,Freemason Avenue,149,172,All,0,0,0,0,0,2.81,1.6,0.8,0.8,0.8,1.2,0.4,0.4,1.2,1.2,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4
84,37,Freemason Avenue,172,362,All,0,39.48,38.08,40.88,44.09,44.49,47.29,49.9,50.9,51.5,53.51,57.11,60.72,62.32,65.53,66.53,67.74,68.54,69.94,70.74,100,100,100,100,100,100,100,100,100,100,100
85,38,Tyler Place,0,279,All,45.89,45.89,46.29,50.9,52.91,53.51,53.91,53.11,53.71,55.31,58.52,62.73,64.93,68.94,69.94,70.74,71.54,71.34,73.15,74.15,100,100,100,100,100,100,100,100,100,100,100
86,38,Tyler Place,279,322,All,49.9,53.11,56.91,58.52,59.32,62.32,65.13,67.94,72.34,74.95,76.15,78.16,80.16,80.76,81.96,82.16,83.17,83.77,100,100,100,100,100,100,100,100,100,100,100,100,100
87,38,Tyler Place,322,334,All,52.51,44.49,20.04,16.83,15.23,17.43,17.03,16.03,16.03,15.83,14.83,14.23,14.03,14.03,13.43,13.43,13.23,13.23,13.43,13.23,13.43,13.43,13.43,13.23,12.42,12.63,12.83,12.83,12.83,12.83,100
88,38,Tyler Place,334,389,All,0,36.47,35.67,37.27,38.68,40.28,41.08,42.69,43.49,45.09,45.89,47.49,49.1,51.3,54.51,56.71,57.52,59.92,60.72,60.72,60.72,61.52,100,100,100,100,100,100,100,100,100
