elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053
63,26,Stud Road,0,205,All,28.66,28.66,28.66,28.66,28.66,27.86,27.86,27.86,27.86,29.46,29.46,29.46,27.86,29.46,30.26,32.46,35.67,35.67,37.27,100,100,100,100,100,100,100,100,100,100,100,100
64,27,Gallop Lane,0,116,All,37.27,37.27,37.27,37.27,37.27,43.49,43.49,43.49,49.9,49.9,56.11,56.11,56.11,56.11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
65,27,Gallop Lane,116,136,All,9.02,8.22,8.22,6.01,4.41,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
66,7056,Dawick Street,0,78,All,37.27,37.27,37.27,37.27,37.27,43.49,43.49,43.49,49.9,49.9,56.11,56.11,56.11,56.11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
67,7056,Dawick Street,78,88,All,6.01,5.61,4.41,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,28,Stirrup Lane,0,261,All,37.27,37.27,37.27,37.27,37.27,43.49,43.49,43.49,49.9,49.9,56.11,56.11,56.11,56.11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
69,29,Riroriro Road,0,122,All,37.27,37.27,37.27,37.27,37.27,43.49,43.49,43.49,49.9,49.9,56.11,56.11,56.11,56.11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
70,29,Riroriro Road,122,139,All,15.23,15.23,15.23,15.23,14.43,13.63,12.83,12.22,12.22,12.22,12.22,12.22,10.62,9.82,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,6.01
71,30,Curly McLeod Way,0,69,All,82.77,83.57,83.57,83.57,83.57,83.57,83.57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
72,30,Curly McLeod Way,69,82,All,73.35,74.95,73.35,71.74,70.14,70.14,68.54,66.93,65.33,62.32,49.9,49.9,46.69,46.69,43.49,40.28,40.28,37.27,35.67,32.46,31.06,100,100,100,100,100,100,100,100,100,100
73,32,Karearea Lane,0,56,All,81.96,82.77,81.16,75.55,75.55,74.95,74.95,74.95,74.95,74.15,74.15,74.15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
74,32,Karearea Lane,84,154,All,89.78,0,0,0,0,0,0,0,0,0,0.8,0.8,2,2,2,2,2,2,3.61,5.21,6.01,6.61,6.61,6.61,7.82,7.82,7.82,7.82,7.82,7.82,8.22
75,32,Karearea Lane,154,820,All,74.95,0,0,0,0,0,0,0,0,0,0.8,0.8,2,2,2,2,2,2,3.61,5.21,6.01,6.61,6.61,6.61,7.82,7.82,7.82,7.82,7.82,7.82,8.22
76,32,Karearea Lane,820,1262,All,26.65,29.46,29.46,29.46,29.46,30.26,31.06,32.06,37.88,39.48,43.49,45.09,49.1,49.1,49.1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
77,33,Okoare Lane,0,58,All,15.23,18.44,18.44,18.44,18.44,18.44,18.44,18.44,18.44,18.44,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,21.64,21.64,100,100,100,100,100,100,100
78,35,Leicester Place,0,660,All,4.41,4.41,3.61,4.41,6.01,7.41,7.41,7.41,8.22,9.82,9.82,10.62,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.83,13.63,13.63,13.63,13.63,13.63,13.63,13.63,15.23,15.23,15.23
79,36,Paneika Lane,0,370,All,6.01,6.01,6.01,7.41,7.41,6.01,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01
80,36,Paneika Lane,370,391,All,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
81,36,Paneika Lane,391,520,All,8.22,9.02,9.02,10.62,13.63,14.43,14.43,14.43,14.43,16.03,16.03,15.23,15.23,15.23,16.83,16.83,16.83,16.83,16.83,17.64,17.64,17.64,17.64,17.64,17.64,100,100,100,100,100,100
82,37,Freemason Avenue,0,149,All,56.11,56.11,56.11,56.11,56.11,49.9,46.69,40.28,40.28,40.28,40.28,41.88,43.49,41.88,41.88,43.49,43.49,43.49,100,100,100,100,100,100,100,100,100,100,100,100,100
83,37,Freemason Avenue,149,172,All,11.42,12.22,12.22,12.22,13.63,12.83,13.63,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,13.63,13.63,13.63,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83
84,37,Freemason Avenue,172,362,All,49.9,49.9,49.9,46.69,46.69,37.27,37.27,34.07,31.06,31.06,31.06,31.06,34.07,34.07,34.07,34.07,34.07,34.07,34.07,34.07,100,100,100,100,100,100,100,100,100,100,100
85,38,Tyler Place,0,279,All,70.14,71.74,71.74,73.35,73.35,74.15,74.15,74.15,74.15,74.95,74.95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
86,38,Tyler Place,279,322,All,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
87,38,Tyler Place,322,334,All,21.64,23.25,24.85,27.86,27.86,27.86,28.66,29.46,30.26,30.26,30.26,31.06,37.27,37.88,40.28,45.09,45.89,100,100,100,100,100,100,100,100,100,100,100,100,100,100
88,38,Tyler Place,334,389,All,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
89,39,Ashlar Court,0,251,All,94.59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
